City,Date,CO,NH3,NO2,AQI,AQI_Bucket
Delhi,2016-05-07,0.98,39.63,66.68,229.0,Poor
Delhi,2016-05-08,1.1,45.99,64.2,246.0,Poor
Delhi,2016-05-09,1.04,51.11,48.67,225.0,Poor
Delhi,2016-05-10,1.05,43.66,57.52,221.0,Poor
Delhi,2016-05-11,0.98,53.04,52.3,185.0,Moderate
Delhi,2016-05-12,1.34,66.64,64.25,218.0,Poor
Delhi,2016-05-13,1.1,56.26,60.29,310.0,Very Poor
Delhi,2016-05-14,1.44,52.87,67.71,307.0,Very Poor
Delhi,2016-05-15,1.83,46.77,57.06,325.0,Very Poor
Delhi,2016-05-16,1.12,31.0,58.46,316.0,Very Poor
Delhi,2016-05-17,1.19,29.12,62.4,302.0,Very Poor
Delhi,2016-05-18,1.76,26.39,80.57,318.0,Very Poor
Delhi,2016-05-19,1.86,43.64,67.73,300.0,Poor
Delhi,2016-05-20,1.07,57.83,52.02,246.0,Poor
Delhi,2016-05-21,0.96,55.28,48.23,255.0,Poor
Delhi,2016-05-22,0.99,46.09,53.42,218.0,Poor
Delhi,2016-05-23,0.79,40.22,45.86,252.0,Poor
Delhi,2016-05-24,0.89,36.69,43.57,190.0,Moderate
Delhi,2016-05-25,1.48,48.53,50.77,256.0,Poor
Delhi,2016-05-26,1.06,42.29,48.12,311.0,Very Poor
Delhi,2016-05-27,1.29,43.19,50.38,381.0,Very Poor
Delhi,2016-05-28,0.96,29.71,34.37,409.0,Severe
Delhi,2016-05-29,0.87,30.46,35.71,269.0,Poor
Delhi,2016-05-30,1.39,39.34,50.18,187.0,Moderate
Delhi,2016-05-31,1.29,47.17,49.41,225.0,Poor
Delhi,2016-06-01,1.04,37.91,44.55,283.0,Poor
Delhi,2016-06-02,1.3,37.86,49.88,316.0,Very Poor
Delhi,2016-06-03,1.7,44.94,74.99,361.0,Very Poor
Delhi,2016-06-04,1.48,47.59,75.26,330.0,Very Poor
Delhi,2016-06-05,0.99,51.64,36.69,256.0,Poor
Delhi,2016-06-06,1.48,35.52,45.47,237.0,Poor
Delhi,2016-06-07,1.77,33.33,45.5,246.0,Poor
Delhi,2016-06-08,1.45,32.67,57.31,202.0,Poor
Delhi,2016-06-09,1.75,35.28,49.67,209.0,Poor
Delhi,2016-06-10,3.84,30.18,51.75,262.0,Poor
Delhi,2016-06-11,3.61,37.83,38.84,280.0,Poor
Delhi,2016-06-12,2.59,33.33,40.04,279.0,Poor
Delhi,2016-06-13,3.24,34.24,34.52,357.0,Very Poor
Delhi,2016-06-14,3.44,38.65,38.55,266.0,Poor
Delhi,2016-06-15,1.59,42.47,37.74,330.0,Very Poor
Delhi,2016-06-16,2.49,34.5,30.44,248.0,Poor
Delhi,2016-06-17,1.87,32.53,41.27,172.0,Moderate
Delhi,2016-06-18,1.94,33.32,33.98,234.0,Poor
Delhi,2016-06-19,2.64,34.93,32.55,201.0,Poor
Delhi,2016-06-20,2.11,34.93,40.24,206.0,Poor
Delhi,2016-06-21,2.49,35.69,32.04,159.0,Moderate
Delhi,2016-06-22,3.73,31.53,31.89,187.0,Moderate
Delhi,2016-06-23,2.11,28.31,37.7,228.0,Poor
Delhi,2016-06-24,2.02,33.1,45.29,284.0,Poor
Delhi,2016-06-25,1.09,43.4,50.91,310.0,Very Poor
Delhi,2016-06-26,0.85,39.05,40.57,158.0,Moderate
Delhi,2016-06-27,1.71,39.39,37.28,154.0,Moderate
Delhi,2016-06-28,3.0,35.05,40.07,187.0,Moderate
Delhi,2016-06-29,2.08,33.03,37.01,180.0,Moderate
Delhi,2016-06-30,2.39,31.42,34.17,190.0,Moderate
Delhi,2016-07-01,2.23,42.08,29.28,164.0,Moderate
Delhi,2016-07-02,2.93,36.91,33.9,148.0,Moderate
Delhi,2016-07-03,2.78,35.43,36.79,154.0,Moderate
Delhi,2016-07-04,1.72,35.38,37.93,160.0,Moderate
Delhi,2016-07-05,2.22,42.46,47.24,165.0,Moderate
Delhi,2016-07-06,2.64,52.72,34.78,210.0,Poor
Delhi,2016-07-07,2.18,37.18,27.69,158.0,Moderate
Delhi,2016-07-08,1.58,40.9,42.07,172.0,Moderate
Delhi,2016-07-09,1.96,40.31,30.77,151.0,Moderate
Delhi,2016-07-10,1.72,37.92,35.91,143.0,Moderate
Delhi,2016-07-11,1.08,38.15,33.57,156.0,Moderate
Delhi,2016-07-12,2.36,33.66,32.55,108.0,Moderate
Delhi,2016-07-13,1.82,43.92,31.96,163.0,Moderate
Delhi,2016-07-14,5.0,61.03,29.7,247.0,Poor
Delhi,2016-07-15,4.65,38.79,29.17,123.0,Moderate
Delhi,2016-07-16,1.21,40.89,22.38,106.0,Moderate
Delhi,2016-07-17,2.48,33.83,15.75,202.0,Poor
Delhi,2016-07-18,1.47,51.53,32.85,120.0,Moderate
Delhi,2016-07-19,1.31,55.76,31.4,135.0,Moderate
Delhi,2016-07-20,1.16,31.06,34.96,245.0,Poor
Delhi,2016-07-21,0.87,32.92,37.8,280.0,Poor
Delhi,2016-07-22,1.14,37.84,37.42,269.0,Poor
Delhi,2016-07-23,0.84,35.77,23.88,163.0,Moderate
Delhi,2016-07-25,1.32,45.77,58.4,195.0,Moderate
Delhi,2016-07-26,1.08,48.6,40.48,163.0,Moderate
Delhi,2016-07-27,1.36,42.48,40.86,108.0,Moderate
Delhi,2016-07-28,1.34,40.28,42.81,134.0,Moderate
Delhi,2016-07-29,1.76,41.18,44.18,155.0,Moderate
Delhi,2016-07-30,1.55,36.4,36.78,116.0,Moderate
Delhi,2016-07-31,1.29,37.62,32.5,136.0,Moderate
Delhi,2016-08-01,1.29,35.28,29.86,150.0,Moderate
Delhi,2016-08-02,2.69,34.99,34.87,121.0,Moderate
Delhi,2016-08-03,1.35,32.14,36.14,149.0,Moderate
Delhi,2016-08-04,0.92,32.45,35.93,178.0,Moderate
Delhi,2016-08-05,1.2,32.81,33.68,120.0,Moderate
Delhi,2016-08-06,2.13,32.22,38.29,140.0,Moderate
Delhi,2016-08-07,2.48,28.89,31.42,142.0,Moderate
Delhi,2016-08-08,1.37,29.3,34.27,141.0,Moderate
Delhi,2016-08-09,2.93,27.23,29.05,125.0,Moderate
Delhi,2016-08-10,1.6,29.55,30.76,127.0,Moderate
Delhi,2016-08-11,2.22,24.79,29.78,119.0,Moderate
Delhi,2016-08-12,1.39,23.83,34.9,111.0,Moderate
Delhi,2016-08-13,1.53,31.35,43.49,132.0,Moderate
Delhi,2016-08-14,1.28,32.09,42.53,149.0,Moderate
Delhi,2016-08-15,2.15,27.89,32.96,166.0,Moderate
Delhi,2016-08-16,3.78,26.6,28.74,274.0,Poor
Delhi,2016-08-17,0.95,25.64,36.46,295.0,Poor
Delhi,2016-08-18,1.23,30.91,51.48,219.0,Poor
Delhi,2016-08-19,1.15,28.14,43.97,169.0,Moderate
Delhi,2016-08-20,1.59,26.51,35.84,174.0,Moderate
Delhi,2016-08-21,3.11,23.44,27.58,111.0,Moderate
Delhi,2016-08-22,2.59,23.44,31.31,93.0,Satisfactory
Delhi,2016-08-23,1.25,26.3,39.47,107.0,Moderate
Delhi,2016-08-24,1.17,22.95,32.04,127.0,Moderate
Delhi,2016-08-25,0.99,30.36,35.41,93.0,Satisfactory
Delhi,2016-08-26,1.0,39.87,35.61,142.0,Moderate
Delhi,2016-08-28,1.67,31.55,28.7,224.0,Poor
Delhi,2016-08-29,1.1,29.89,37.48,169.0,Moderate
Delhi,2016-08-30,1.12,29.36,42.73,110.0,Moderate
Delhi,2016-08-31,2.07,28.42,41.82,100.0,Satisfactory
Delhi,2016-09-01,1.22,23.08,51.78,109.0,Moderate
Delhi,2016-09-02,0.98,26.32,41.71,154.0,Moderate
Delhi,2016-09-03,0.91,23.2,40.85,216.0,Poor
Delhi,2016-09-04,0.91,22.02,31.96,262.0,Poor
Delhi,2016-09-05,1.17,19.68,33.42,260.0,Poor
Delhi,2016-09-06,2.99,19.05,34.74,329.0,Very Poor
Delhi,2016-09-07,2.16,18.99,39.21,291.0,Poor
Delhi,2016-09-08,1.41,20.58,39.69,300.0,Poor
Delhi,2016-09-09,2.39,21.51,43.67,335.0,Very Poor
Delhi,2016-09-10,0.75,21.07,38.14,240.0,Poor
Delhi,2016-09-11,2.36,20.4,40.58,177.0,Moderate
Delhi,2016-09-12,2.12,21.52,39.41,178.0,Moderate
Delhi,2016-09-13,1.62,25.79,43.84,193.0,Moderate
Delhi,2016-09-14,1.25,23.03,45.6,150.0,Moderate
Delhi,2016-09-15,1.26,28.2,54.73,215.0,Poor
Delhi,2016-09-16,0.95,27.03,57.22,233.0,Poor
Delhi,2016-09-17,0.99,29.48,56.8,220.0,Poor
Delhi,2016-09-18,1.28,29.26,56.82,266.0,Poor
Delhi,2016-09-19,1.08,34.17,67.37,192.0,Moderate
Delhi,2016-09-20,1.3,28.66,86.2,264.0,Poor
Delhi,2016-09-21,0.89,29.75,70.0,284.0,Poor
Delhi,2016-09-22,0.8,27.78,44.35,150.0,Moderate
Delhi,2016-09-23,1.18,29.48,57.24,134.0,Moderate
Delhi,2016-09-24,1.03,30.1,53.66,197.0,Moderate
Delhi,2016-09-25,1.24,27.69,55.69,175.0,Moderate
Delhi,2016-09-26,1.35,32.26,68.3,236.0,Poor
Delhi,2016-09-27,0.71,29.98,41.03,185.0,Moderate
Delhi,2016-09-28,0.49,40.17,100.66,103.0,Moderate
Delhi,2016-09-29,0.97,37.22,63.0,289.0,Poor
Delhi,2016-09-30,1.01,32.18,65.05,224.0,Poor
Delhi,2016-10-01,1.4,40.08,73.71,312.0,Very Poor
Delhi,2016-10-02,1.13,35.58,59.82,234.0,Poor
Delhi,2016-10-03,1.09,43.92,66.31,282.0,Poor
Delhi,2016-10-04,1.3,50.14,78.18,351.0,Very Poor
Delhi,2016-10-05,1.26,46.47,77.96,232.0,Poor
Delhi,2016-10-06,1.3,54.59,87.85,280.0,Poor
Delhi,2016-10-07,1.28,47.26,74.99,311.0,Very Poor
Delhi,2016-10-08,1.54,42.99,76.99,408.0,Severe
Delhi,2016-10-09,1.42,43.55,92.64,416.0,Severe
Delhi,2016-10-10,1.24,39.72,88.86,387.0,Very Poor
Delhi,2016-10-11,1.6,36.52,83.87,408.0,Severe
Delhi,2016-10-12,1.05,31.55,83.3,405.0,Severe
Delhi,2016-10-13,0.84,27.85,81.11,371.0,Very Poor
Delhi,2016-10-14,1.31,29.54,87.15,375.0,Very Poor
Delhi,2016-10-15,1.26,34.74,108.83,400.0,Very Poor
Delhi,2016-10-16,1.32,34.88,89.01,430.0,Severe
Delhi,2016-10-17,2.19,37.11,94.29,425.0,Severe
Delhi,2016-10-18,1.6,39.9,95.27,438.0,Severe
Delhi,2016-10-19,1.48,39.26,91.52,428.0,Severe
Delhi,2016-10-20,1.83,44.98,90.28,425.0,Severe
Delhi,2016-10-21,2.14,46.41,88.27,496.0,Severe
Delhi,2016-10-22,1.44,47.03,84.96,472.0,Severe
Delhi,2016-10-23,1.11,44.08,90.22,470.0,Severe
Delhi,2016-10-24,1.42,37.79,88.17,454.0,Severe
Delhi,2016-10-25,1.63,38.89,82.7,396.0,Very Poor
Delhi,2016-10-26,1.88,48.82,111.23,413.0,Severe
Delhi,2016-10-27,1.94,58.75,120.07,558.0,Severe
Delhi,2016-10-28,1.91,64.34,119.42,570.0,Severe
Delhi,2016-10-29,2.65,79.24,162.5,554.0,Severe
Delhi,2016-10-30,2.28,89.56,112.59,522.0,Severe
Delhi,2016-10-31,2.36,95.27,113.21,520.0,Severe
Delhi,2016-11-01,2.09,91.77,120.66,550.0,Severe
Delhi,2016-11-02,2.8,111.69,149.12,593.0,Severe
Delhi,2016-11-03,2.78,104.84,148.92,625.0,Severe
Delhi,2016-11-04,2.23,88.02,131.92,480.0,Severe
Delhi,2016-11-05,2.2,89.1,113.31,603.0,Severe
Delhi,2016-11-06,3.23,96.22,128.15,676.0,Severe
Delhi,2016-11-07,2.21,72.81,123.36,716.0,Severe
Delhi,2016-11-08,1.32,55.65,92.18,542.0,Severe
Delhi,2016-11-09,1.38,58.89,103.26,455.0,Severe
Delhi,2016-11-10,1.61,73.93,133.98,471.0,Severe
Delhi,2016-11-11,1.62,88.96,147.03,514.0,Severe
Delhi,2016-11-12,1.49,81.99,127.18,491.0,Severe
Delhi,2016-11-13,1.24,67.76,113.74,469.0,Severe
Delhi,2016-11-14,0.91,49.95,119.58,404.0,Severe
Delhi,2016-11-15,1.49,59.24,116.66,379.0,Very Poor
Delhi,2016-11-16,1.34,53.33,109.65,428.0,Severe
Delhi,2016-11-17,0.73,41.1,96.23,504.0,Severe
Delhi,2016-11-18,0.87,43.06,102.95,512.0,Severe
Delhi,2016-11-19,1.16,55.83,114.11,494.0,Severe
Delhi,2016-11-20,1.52,80.15,117.17,438.0,Severe
Delhi,2016-11-21,1.6,81.94,128.85,474.0,Severe
Delhi,2016-11-22,1.55,63.32,111.52,471.0,Severe
Delhi,2016-11-23,1.24,48.28,98.73,432.0,Severe
Delhi,2016-11-24,1.21,55.54,109.5,397.0,Very Poor
Delhi,2016-11-25,0.41,28.84,68.9,375.0,Very Poor
Delhi,2016-11-26,0.46,25.22,70.01,330.0,Very Poor
Delhi,2016-11-27,0.65,26.73,71.29,347.0,Very Poor
Delhi,2016-11-28,0.91,28.3,82.99,274.0,Poor
Delhi,2016-11-29,1.75,64.54,133.28,360.0,Very Poor
Delhi,2016-11-30,1.16,84.51,95.64,441.0,Severe
Delhi,2016-12-01,1.25,79.35,83.15,418.0,Severe
Delhi,2016-12-02,1.05,77.5,101.67,474.0,Severe
Delhi,2016-12-03,1.41,51.11,97.75,419.0,Severe
Delhi,2016-12-04,1.93,68.69,109.4,379.0,Very Poor
Delhi,2016-12-05,1.55,27.41,78.79,389.0,Very Poor
Delhi,2016-12-06,1.86,56.8,96.68,402.0,Severe
Delhi,2016-12-07,1.34,49.99,81.86,472.0,Severe
Delhi,2016-12-08,1.53,36.31,72.44,422.0,Severe
Delhi,2016-12-09,1.66,40.93,71.44,443.0,Severe
Delhi,2016-12-10,0.84,34.4,58.86,413.0,Severe
Delhi,2016-12-11,1.25,29.59,50.79,351.0,Very Poor
Delhi,2016-12-12,2.39,50.66,76.9,418.0,Severe
Delhi,2016-12-13,1.32,40.75,76.81,413.0,Severe
Delhi,2016-12-14,0.92,39.57,66.38,379.0,Very Poor
Delhi,2016-12-15,1.06,32.77,61.53,359.0,Very Poor
Delhi,2016-12-16,1.45,42.38,85.26,390.0,Very Poor
Delhi,2016-12-17,1.16,52.64,88.54,437.0,Severe
Delhi,2016-12-18,1.17,61.3,86.92,411.0,Severe
Delhi,2016-12-19,0.92,61.04,88.02,443.0,Severe
Delhi,2016-12-20,0.61,45.61,68.35,377.0,Very Poor
Delhi,2016-12-21,0.81,40.01,66.67,317.0,Very Poor
Delhi,2016-12-22,1.14,50.67,82.03,349.0,Very Poor
Delhi,2016-12-23,1.92,90.37,122.88,470.0,Severe
Delhi,2016-12-24,1.65,99.22,114.03,576.0,Severe
Delhi,2016-12-25,0.7,61.98,59.88,412.0,Severe
Delhi,2016-12-26,0.66,51.87,65.49,338.0,Very Poor
Delhi,2016-12-27,0.94,47.88,93.45,319.0,Very Poor
Delhi,2016-12-28,1.61,60.4,129.41,455.0,Severe
Delhi,2016-12-29,1.3,88.44,108.76,524.0,Severe
Delhi,2016-12-30,0.96,54.58,62.46,381.0,Very Poor
Delhi,2016-12-31,1.14,52.53,56.66,338.0,Very Poor
Delhi,2017-01-01,1.31,55.92,66.19,332.0,Very Poor
Delhi,2017-01-02,1.47,66.57,95.55,384.0,Very Poor
Delhi,2017-01-03,1.28,58.97,90.79,373.0,Very Poor
Delhi,2017-01-04,1.55,68.53,91.07,439.0,Severe
Delhi,2017-01-05,1.24,61.04,87.15,318.0,Very Poor
Delhi,2017-01-06,0.9,58.18,65.86,390.0,Very Poor
Delhi,2017-01-07,0.77,36.9,38.85,332.0,Very Poor
Delhi,2017-01-08,0.63,29.21,52.31,283.0,Poor
Delhi,2017-01-09,0.77,36.32,64.33,300.0,Poor
Delhi,2017-01-10,0.71,28.52,59.2,305.0,Very Poor
Delhi,2017-01-11,0.79,31.36,67.72,337.0,Very Poor
Delhi,2017-01-12,0.95,43.41,79.35,417.0,Severe
Delhi,2017-01-13,1.03,45.76,85.07,426.0,Severe
Delhi,2017-01-14,0.37,36.49,84.75,439.0,Severe
Delhi,2017-01-15,0.45,24.33,63.97,382.0,Very Poor
Delhi,2017-01-16,0.93,39.47,60.94,397.0,Very Poor
Delhi,2017-01-17,0.63,33.13,51.44,330.0,Very Poor
Delhi,2017-01-18,0.7,31.97,66.94,358.0,Very Poor
Delhi,2017-01-19,0.6,25.48,55.95,376.0,Very Poor
Delhi,2017-01-20,0.6,31.55,63.7,334.0,Very Poor
Delhi,2017-01-21,0.03,19.27,63.36,387.0,Very Poor
Delhi,2017-01-22,0.09,24.1,63.71,446.0,Severe
Delhi,2017-01-23,0.53,33.51,67.27,379.0,Very Poor
Delhi,2017-01-24,1.3,56.08,92.12,375.0,Very Poor
Delhi,2017-01-25,1.08,69.27,88.02,450.0,Severe
Delhi,2017-01-26,0.32,48.42,50.39,340.0,Very Poor
Delhi,2017-01-27,0.35,31.84,42.24,203.0,Poor
Delhi,2017-01-28,0.44,28.3,45.82,236.0,Poor
Delhi,2017-01-29,0.35,28.3,46.68,252.0,Poor
Delhi,2017-01-30,0.83,40.53,65.43,302.0,Very Poor
Delhi,2017-01-31,0.79,54.92,82.78,358.0,Very Poor
Delhi,2017-02-01,0.9,46.63,64.08,317.0,Very Poor
Delhi,2017-02-02,1.26,60.67,93.86,387.0,Very Poor
Delhi,2017-02-03,1.26,62.33,88.38,438.0,Severe
Delhi,2017-02-04,0.92,57.26,62.01,407.0,Severe
Delhi,2017-02-05,0.84,40.73,49.57,312.0,Very Poor
Delhi,2017-02-06,1.03,46.21,60.62,367.0,Very Poor
Delhi,2017-02-07,0.62,28.73,55.29,263.0,Poor
Delhi,2017-02-08,0.83,31.42,69.98,287.0,Poor
Delhi,2017-02-09,0.75,39.7,67.24,346.0,Very Poor
Delhi,2017-02-10,0.68,47.34,62.77,314.0,Very Poor
Delhi,2017-02-11,0.54,55.54,58.31,314.0,Very Poor
Delhi,2017-02-12,0.38,95.27,56.97,314.0,Very Poor
Delhi,2017-02-13,0.79,51.62,73.3,298.0,Poor
Delhi,2017-02-14,0.87,50.31,81.51,319.0,Very Poor
Delhi,2017-02-15,0.78,54.38,82.14,382.0,Very Poor
Delhi,2017-02-16,0.72,55.87,78.82,352.0,Very Poor
Delhi,2017-02-17,0.71,53.4,72.55,309.0,Very Poor
Delhi,2017-02-18,0.66,62.34,71.98,301.0,Very Poor
Delhi,2017-02-19,0.78,75.4,68.84,274.0,Poor
Delhi,2017-02-20,1.06,83.01,67.45,313.0,Very Poor
Delhi,2017-02-21,0.7,66.01,60.72,310.0,Very Poor
Delhi,2017-02-22,0.8,58.5,65.62,258.0,Poor
Delhi,2017-02-23,0.27,38.51,55.22,238.0,Poor
Delhi,2017-02-24,0.0,29.63,42.2,449.0,Severe
Delhi,2017-02-25,0.0,34.4,46.64,516.0,Severe
Delhi,2017-02-26,0.41,40.72,59.34,520.0,Severe
Delhi,2017-02-27,0.8,43.29,72.8,363.0,Very Poor
Delhi,2017-02-28,1.42,76.09,94.66,362.0,Very Poor
Delhi,2017-03-01,0.92,73.27,79.46,397.0,Very Poor
Delhi,2017-03-02,0.47,62.98,69.08,280.0,Poor
Delhi,2017-03-03,0.57,41.85,56.64,206.0,Poor
Delhi,2017-03-04,0.57,39.3,60.55,190.0,Moderate
Delhi,2017-03-05,0.69,34.4,61.48,210.0,Poor
Delhi,2017-03-06,0.76,33.66,64.99,201.0,Poor
Delhi,2017-03-07,0.89,43.71,65.16,243.0,Poor
Delhi,2017-03-08,0.43,36.04,49.88,267.0,Poor
Delhi,2017-03-09,0.23,32.12,39.68,245.0,Poor
Delhi,2017-03-10,0.21,25.51,33.32,165.0,Moderate
Delhi,2017-03-11,0.25,24.61,32.0,102.0,Moderate
Delhi,2017-03-12,0.26,24.24,32.11,159.0,Moderate
Delhi,2017-03-13,0.24,21.02,27.78,174.0,Moderate
Delhi,2017-03-14,0.4,22.58,34.28,270.0,Poor
Delhi,2017-03-15,0.45,37.36,42.06,397.0,Very Poor
Delhi,2017-03-16,0.52,43.07,42.18,371.0,Very Poor
Delhi,2017-03-17,0.65,29.62,38.7,328.0,Very Poor
Delhi,2017-03-18,0.6,33.5,46.65,254.0,Poor
Delhi,2017-03-19,0.81,43.17,51.65,342.0,Very Poor
Delhi,2017-03-20,0.77,34.32,49.53,367.0,Very Poor
Delhi,2017-03-21,0.83,33.99,51.94,400.0,Very Poor
Delhi,2017-03-22,0.58,49.03,69.31,390.0,Very Poor
Delhi,2017-03-23,0.55,73.23,70.55,417.0,Severe
Delhi,2017-03-24,0.68,76.02,79.52,359.0,Very Poor
Delhi,2017-03-25,0.31,59.37,83.82,309.0,Very Poor
Delhi,2017-03-26,0.31,53.05,78.84,292.0,Poor
Delhi,2017-03-27,0.33,52.56,79.24,278.0,Poor
Delhi,2017-03-28,0.42,61.73,85.54,320.0,Very Poor
Delhi,2017-03-29,0.45,58.95,75.87,350.0,Very Poor
Delhi,2017-03-30,0.37,57.35,76.28,234.0,Poor
Delhi,2017-03-31,0.41,67.36,84.22,233.0,Poor
Delhi,2017-04-01,0.52,68.33,81.75,341.0,Very Poor
Delhi,2017-04-02,0.42,59.67,77.96,259.0,Poor
Delhi,2017-04-03,0.37,58.96,83.8,204.0,Poor
Delhi,2017-04-04,0.39,63.38,73.67,220.0,Poor
Delhi,2017-04-05,0.32,66.8,64.65,255.0,Poor
Delhi,2017-04-06,0.3,59.04,67.13,211.0,Poor
Delhi,2017-04-07,0.35,51.4,74.99,428.0,Severe
Delhi,2017-04-08,0.48,55.26,77.6,497.0,Severe
Delhi,2017-04-09,0.27,38.77,68.1,289.0,Poor
Delhi,2017-04-10,0.29,37.48,72.06,285.0,Poor
Delhi,2017-04-11,0.33,40.69,71.58,368.0,Very Poor
Delhi,2017-04-12,0.64,43.01,61.17,304.0,Very Poor
Delhi,2017-04-13,1.06,54.53,87.79,377.0,Very Poor
Delhi,2017-04-14,1.1,67.47,110.15,418.0,Severe
Delhi,2017-04-15,1.0,63.27,102.4,355.0,Very Poor
Delhi,2017-04-16,1.12,38.41,102.55,416.0,Severe
Delhi,2017-04-17,0.75,42.18,102.55,403.0,Severe
Delhi,2017-04-18,0.4,41.14,88.05,415.0,Severe
Delhi,2017-04-19,0.67,50.75,80.08,412.0,Severe
Delhi,2017-04-20,0.9,64.48,93.15,394.0,Very Poor
Delhi,2017-04-21,0.54,54.57,103.25,357.0,Very Poor
Delhi,2017-04-22,0.0,39.46,93.8,291.0,Poor
Delhi,2017-04-23,0.28,40.33,75.05,244.0,Poor
Delhi,2017-04-24,1.09,34.43,61.32,287.0,Poor
Delhi,2017-04-25,0.63,31.0,69.59,254.0,Poor
Delhi,2017-04-26,0.63,34.01,72.94,242.0,Poor
Delhi,2017-04-27,0.72,37.41,73.49,223.0,Poor
Delhi,2017-04-28,0.86,33.57,68.76,243.0,Poor
Delhi,2017-04-29,1.1,42.48,85.21,237.0,Poor
Delhi,2017-04-30,0.71,34.42,65.55,275.0,Poor
Delhi,2017-05-01,1.05,40.22,70.38,183.0,Moderate
Delhi,2017-05-02,1.41,44.95,108.48,370.0,Very Poor
Delhi,2017-05-03,1.06,44.27,97.21,419.0,Severe
Delhi,2017-05-04,0.83,34.41,67.76,317.0,Very Poor
Delhi,2017-05-05,0.99,32.24,75.66,455.0,Severe
Delhi,2017-05-06,1.5,37.01,92.19,435.0,Severe
Delhi,2017-05-07,2.08,41.82,92.34,468.0,Severe
Delhi,2017-05-08,1.34,50.62,94.19,442.0,Severe
Delhi,2017-05-09,0.64,36.69,65.21,400.0,Very Poor
Delhi,2017-05-10,0.6,34.59,46.48,223.0,Poor
Delhi,2017-05-11,0.85,30.7,62.22,220.0,Poor
Delhi,2017-05-12,0.89,35.38,70.84,474.0,Severe
Delhi,2017-05-13,1.17,42.62,87.53,479.0,Severe
Delhi,2017-05-14,0.89,32.57,70.37,373.0,Very Poor
Delhi,2017-05-15,0.7,37.08,75.55,354.0,Very Poor
Delhi,2017-05-16,0.57,20.17,54.83,349.0,Very Poor
Delhi,2017-05-17,0.4,12.09,47.84,264.0,Poor
Delhi,2017-05-18,0.41,13.57,50.3,188.0,Moderate
Delhi,2017-05-19,0.71,27.59,58.93,294.0,Poor
Delhi,2017-05-20,0.9,25.31,59.74,334.0,Very Poor
Delhi,2017-05-21,0.88,13.02,52.38,505.0,Severe
Delhi,2017-05-22,0.99,39.38,63.7,349.0,Very Poor
Delhi,2017-05-23,0.89,56.89,84.21,421.0,Severe
Delhi,2017-05-24,0.47,42.37,80.72,238.0,Poor
Delhi,2017-05-25,0.56,33.07,65.71,204.0,Poor
Delhi,2017-05-26,0.65,49.97,79.07,289.0,Poor
Delhi,2017-05-27,0.53,39.95,50.12,236.0,Poor
Delhi,2017-05-28,0.49,37.97,45.6,148.0,Moderate
Delhi,2017-05-29,0.54,41.24,55.2,94.0,Satisfactory
Delhi,2017-05-30,0.5,47.68,64.11,130.0,Moderate
Delhi,2017-05-31,0.83,53.68,69.98,123.0,Moderate
Delhi,2017-06-01,1.08,57.81,97.33,192.0,Moderate
Delhi,2017-06-02,1.08,60.86,131.55,324.0,Very Poor
Delhi,2017-06-03,1.1,62.41,119.37,357.0,Very Poor
Delhi,2017-06-04,0.72,55.02,92.68,393.0,Very Poor
Delhi,2017-06-05,0.56,41.28,64.07,302.0,Very Poor
Delhi,2017-06-06,0.56,43.51,57.63,239.0,Poor
Delhi,2017-06-07,0.29,48.84,70.77,210.0,Poor
Delhi,2017-06-08,0.0,40.3,79.9,77.0,Satisfactory
Delhi,2017-06-09,0.0,41.19,76.52,89.0,Satisfactory
Delhi,2017-06-10,0.0,41.51,80.04,143.0,Moderate
Delhi,2017-06-11,0.0,38.68,77.07,80.0,Satisfactory
Delhi,2017-06-12,0.0,50.52,106.23,92.0,Satisfactory
Delhi,2017-06-13,0.0,58.1,96.64,112.0,Moderate
Delhi,2017-06-14,0.0,52.51,86.9,117.0,Moderate
Delhi,2017-06-15,0.0,54.71,139.09,101.0,Moderate
Delhi,2017-06-16,0.0,51.3,80.43,106.0,Moderate
Delhi,2017-06-17,0.0,48.94,70.93,88.0,Satisfactory
Delhi,2017-06-18,0.0,48.14,56.65,94.0,Satisfactory
Delhi,2017-06-19,0.0,46.71,36.63,150.0,Moderate
Delhi,2017-06-20,0.0,59.54,99.75,97.0,Satisfactory
Delhi,2017-06-21,0.0,50.91,63.2,109.0,Moderate
Delhi,2017-06-22,0.0,69.13,36.35,124.0,Moderate
Delhi,2017-06-24,0.0,58.3,83.84,111.0,Moderate
Delhi,2017-06-25,0.0,45.21,71.42,148.0,Moderate
Delhi,2017-06-26,0.0,38.93,53.97,108.0,Moderate
Delhi,2017-06-27,0.0,37.64,54.02,73.0,Satisfactory
Delhi,2017-06-28,0.0,41.14,58.02,58.0,Satisfactory
Delhi,2017-06-29,0.0,33.87,35.01,58.0,Satisfactory
Delhi,2017-06-30,0.0,41.27,32.97,46.0,Good
Delhi,2017-07-01,0.0,44.12,17.4,84.0,Satisfactory
Delhi,2017-07-02,0.0,32.97,11.37,54.0,Satisfactory
Delhi,2017-07-03,0.0,32.02,20.06,49.0,Good
Delhi,2017-07-04,0.0,28.8,19.37,149.0,Moderate
Delhi,2017-07-05,0.0,25.81,14.86,212.0,Poor
Delhi,2017-07-06,0.0,24.82,18.32,85.0,Satisfactory
Delhi,2017-07-07,0.0,30.98,18.21,77.0,Satisfactory
Delhi,2017-07-08,0.0,28.82,23.52,65.0,Satisfactory
